word,word_root,polarity
(-;,(,1
(;_;),(;_;),-1
(^^),(^^),1
(^-^),(^-^),1
(^^*,(,1
(^_^),(^_^),1
(^_^;,(,-1
(^o^),(^o^),1
(-_-),(-_-),-1
(T_T),(T_T),-1
(ㅡㅡ),(,-1
)-:,),-1
*^^*,*,1
/^o^\,/,1
:(,:,1
:'-(,:,1
:-(,:,1
:),:,-1
:-),:,1
:/,:,-1
:|,:,1
:D,:,-1
:-D,:,-1
:p,:,0
:-P,:,-1
;,;,1
;),;,1
;-),;,1
;ㅅ;,;,-1
^///^,^,1
^^,^^,1
^^//,^^,1
^-^;,^-^;,-1
^-^;;,^-^;;,-1
^-^;;;;;,^-^;;;;;,-1
-_-^,-_-,-1
<3,<,1
=),=,1
8-),8,0
B-),B,0
XD,XD,1
ㄱㅅ,ㄱ,1
ㄱㅇㄷ,ㄱ,1
가격이 싸다,가격 싸,1
가까스로,가까스로,0
가까이 사귀어,가까이 사귀,1
가까이하다,가까이,1
가꾸러뜨리다,가꾸러뜨리,-1
가꾸러트리다,가꾸러트리,-1
가난,가난,-2
가난뱅이,가난뱅이,-2
가난살이,가난,-2
가난살이하다,가난,-2
가난설음,가난,-2
가난에,가난,-2
가난에 쪼들려서,가난 쪼들리,-2
가난하게,가난,-2
가난하고,가난,-2
가난하고 어렵다,가난 어렵,-2
가난하고 천한,가난 천한,-2
가난하다,가난,-2
가난하여,가난,-2
가난한,가난,-2
가난한 데다가,가난 데,-2
가난한 사람을,가난 사람,-2
가난히,가난,-2
가년스럽다,가년,-2
가념하다,가념하,-1
가녕스럽다,가,-2
가누기 어려워하다,가누 어려워하,-1
가누지 못하고,가누 못하,-2
가누지 못하다,가누 못하,-2
가누지 못할,가누 못하,-2
가누지 못할 정도로,가누 못하 정도,-2
가누지 못함,가누 못하,-2
가눌 수 없게,가누 수 없,-2
가눌 수 없을,가누 수 없,-2
가눌 수 없이,가누 수 없이,-2
가능성이 늘어나다,가능성 늘어나,2
가능성이 있다고,가능성 있,2
가능하다,가능,2
가닐가닐하다,가닐가닐,-1
가다듬어,가다듬,1
가다듬어 수습하는,가다듬 수습,1
가다듬어 수습하다,가다듬 수습,1
가다듬어 정하다,가다듬 정하,1
가당찮다,가당찮,-2
가당찮이,가,-2
가당히,가,1
가두거나,가두,-1
가두거나 해치거나,가두 해치,-2
가드올려,가드,-1
가뜬하게,가뜬,1
가라앉다,가라앉,0
가라앉지 않은,가라앉 않,0
가라앉혀 바로잡다,가라앉히 바로잡,1
가래,가래,-1
가래 따위가,가래 따위,-1
가래가,가래,-1
가래가 섞인,가래 섞이,-1
가량맞고,가량,-1
가량맞고 야살스러운,가량 야살,-1
가량맞고 야살스러움,가량 야살,-1
가려서 좋아하다,가리 좋아하,-1
가려운,가렵,-1
가려운 느낌이,가렵 느낌,-1
가려운 증상을,가렵 증상,-1
가련하게,가련,-1
가련하게 여기다,가련 여기,-1
가련하게 여김,가련 여기,-1
가련한,가련,-1
가련한 듯하다,가련 듯하,-1
가렵고,가렵,-1
가로막아서,가로막,-1
가로채서,가로,-1
가로채어,가로,-1
가르치며,가르치,1
가르침,가르침,1
가르침을 받아,가르침 받,0
가리지 못하다,가리 못하,-1
가리지 않고,가리 않,0
가마득하다,가마득,-1
가만있지 못하고,가만있 못하,-1
가망 없는,가망 없,-1
가망이 없게,가망 없,-2
가벼운 마음으로,가벼운 마음,1
가벼운 말이나,가벼운 말,-1
가벼운 상처,가벼운 상처,-1
가벼운 슬픔,가벼운 슬픔,-1
가벼운 행동으로,가벼운 행동,-1
가볍게,가볍,-1
가볍게 까부는,가볍 까불,-1
가볍게 까불다,가볍 까불,-1
가볍게 쑤시듯,가볍 쑤시,-1
가볍게 웃다,가볍 웃,1
가볍게 채신없이,가볍 채신,-1
가볍게 행동하거나,가볍 행동,-1
가볍게 행동하는,가볍 행동,-1
가볍게 행동하다,가볍 행동,-1
가볍고,가볍,1
가볍고 보드랍게,가볍 보드랍,1
가볍고 상쾌하다,가볍 상쾌,2
가볍고 상쾌한,가볍 상쾌,2
가볍고 시원하게,가볍 시원,2
가볍고 편안하게,가볍 편안,2
가볍고 환하게,가볍 환하,2
가분가분,가분가분,1
가분히,가분,1
가뿐가뿐,가뿐가뿐,1
가뿐가뿐하다,가뿐가뿐,1
가뿐가뿐히,가뿐가뿐,1
가뿐하게,가뿐,1
가뿐하다,가뿐,1
가뿐한,가뿐,1
가뿐한 느낌,가뿐 느낌,1
가뿐한 느낌이,가뿐 느낌,1
가뿐히,가,1
가쁘게,가쁘,-1
가쁘게 쉬다,가쁘 쉬,-1
가쁘고,가쁘,-1
가쁘고 거칠게,가쁘 거치,-1
가쁘고 급하게,가쁘 급하,-1
가쁜,가쁘,-1
가쁜 증상,가쁘 증상,-1
가살스럽다,가살,-1
가소롭게,가소롭,-1
가소롭다,가소롭,-1
가스 중독이나,가스 중독,-1
가슴 아파하다,가슴 아파하,-2
가슴 아파함,가슴 아파하,-2
가슴 아프게,가슴 아프,-2
가슴 아프고,가슴 아프,-2
가슴 아프다,가슴 아프,-2
가슴속에 근심이나,가슴속 근심,-2
가슴앓이,가슴앓이,-2
가슴앓이하다,가슴앓이,-2
가슴이 갑갑할,가슴 갑갑,-2
가슴이 괴롭거나,가슴 괴롭,-2
가슴이 그득한,가슴 그,-2
가슴이 답답하고,가슴 답답,-2
가슴이 답답하다,가슴 답답,-2
가슴이 답답하며,가슴 답답,-2
가슴이 답답하여,가슴 답답,-1
가슴이 답답한,가슴 답답,-1
가슴이 답답해진다,가슴 답답,-1
가슴이 아프다,가슴 아프,-2
가슴이 아픈,가슴 아프,-2
가슴이 울렁거리는,가슴 울렁거리,-2
가슴이 울렁거리다,가슴 울렁거리,-2
가슴이 찢어질,가슴 찢어지,-2
가습이 답답하고,가습 답답,-1
가엽다,가엽,-1
가엾게,가엾,-1
가엾게 여겨,가엾 여기,-1
가엾게 여기다,가엾 여기,-1
가엾고,가엾,-1
가엾고 불쌍하다,가엾 불쌍,-2
가엾고 불쌍하여,가엾 불쌍,-2
가엾고 불쌍한,가엾 불쌍,-2
가엾고 불쌍함,가엾 불쌍,-2
가엾고 애처롭다,가엾 애처롭,-2
가엾다,가엾,-1
가운데에서 뛰어남,가운데 뛰,2
가위눌리다,가위눌리,-1
가음 아프고,가 아프,-2
가장 거룩한,가장 거룩,2
가장 뛰어나,가장 뛰어나,2
가장 뛰어난,가장 뛰어나,2
가장 올바르게,가장 올바르,2
가장 좋은,가장 좋,2
가장 중요한,가장 중요,1
가증맞다,가증,-1
가증스럽다,가증,-1
가지런하게 하는,가지런 하,1
가지런하게 하다,가지런 하다,1
가지런하다,가지런,1
가지런하지 아니하다,가지런 아니하,-1
가지런하지 아니한,가지런 아니하,-1
가짜,가짜,-2
가책이 되어,가책 되,-1
가치,가치,1
가치 없는,가치 없,-2
가치 있는,가치 있,2
가치 있다,가치 있,2
가치가,가치,1
가치가 없다,가치 없,-2
가치가 없을,가치 없,-2
가치가 없이,가치 없이,-2
가치가 있다,가치 있,2
가치를 믿다,가치 믿,2
가치를 인정하다,가치 인정,2
가치보다 비싼,가치 비싸,-1
가치없는,가치,-2
가치있는,가치,1
가치작거리는,가치,-1
가치작거리는 모양,가치 모양,-1
가치작거리는 소리,가치 소리,-1
가탈스럽다,가탈,-1
가혹하게,가혹,-2
가혹하게 착취하여,가혹 착취,-2
각근하지 못하여,각근하 못하,-1
각별나다,각별나,1
각별하다,각별,1
간 장애,간 장애,-2
간 질환의,간 질환,-1
간드러진,간드러지,2
간드러진 느낌이,간드러지 느낌,2
간사스럽게,간사,-1
간사스럽게 행동하는,간사 행동,-1
간사스럽게 행동하다,간사 행동,-1
간사하고,간사,-1
간사하다,간사,-1
간사한,간사,-1
간사한 사람이나,간사 사람,-1
간사한 짓을,간사 짓,-2
간섭받고,간섭,-1
간섭하거나,간섭,-1
간섭하거나 방해하여,간섭 방해,-1
간섭하고,간섭,-1
간섭하다,간섭,-1
간섭하여,간섭,-1
간신히 짜내는,간신히 짜내,-1
간절하다,간절,2
간지러워서,간지럽,-1
간지럽게,간지럽,-1
간지럽고,간지럽,-1
간지럽고 자릿한,간지럽 자릿,-1
간직하다,간직,1
간직하지 아니하고,간직 아니하,-1
간질,간질,-1
간질간질하다,간질간질,-1
간질간질한,간질,-1
간질간질한 느낌,간질 느낌,-1
간편하거나,간편,2
간편하다,간편,2
갈강병균이,갈강병,-1
갈등,갈등,-1
갈라서다,가르,-1
갈라지는 피부병,갈라지 피부병,-1
갈색굳음병,갈색,-1
갈증이 나고,갈증 나,-1
갈증이 심하게,갈증 심하,-1
갈팡질팡,갈팡질팡,-1
갈팡질팡하다,갈팡질팡,-1
갈팡질팡하며,갈팡질팡,-1
갈피를 잡을 수 없다,갈피 잡 수 없,-1
갈피를 잡지 못하고,갈피 잡지 못하,-1
갈피를 잡지 못하고 이리저리 헤매는 모양,갈피 잡지 못하 이리저리 헤매 모양,-1
갈피를 잡지 못하는,갈피 잡지 못하,-1
갈피를 잡지 못하다,갈피 잡지 못하,-1
감각이 둔하고,감각 둔하,-1
감각이 마비되고,감각 마비,-1
감각적이다,감각적,1
감감히,감감,-1
감개무량하다,감개,2
감격,감격,2
감격성,감격성,2
감격스럽다,감격,2
감격스레,감격,2
감격이,감격,2
감격적,감격적,2
감격하다,감격,2
감격하여,감격,2
감금하여,감금,-2
감기,감기,-1
감기가,감기,-1
감기가 들어,감기 듣,-1
감기나,감기,-1
감기나 천식,감기 천식,-1
감기로,감기,-1
감기로 인하여,감기 인하,-1
감당하다,감당,1
감동,감동,2
감동시킬,감동,1
감동시킬 만한,감동 만하,1
감동을 받아,감동 받,2
감동을 일으킬,감동 일으키,2
감동을 주거나,감동 주거,2
감동이,감동,2
감동이 되는,감동 되,2
감동이나,감동,2
감동이나 고마움을,감동 고마움,2
감동하는,감동,2
감동하다,감동,2
감동하여,감동,2
감동함,감동,2
감명되다,감명,2
감명적,감명,2
감명하다,감명,2
감모,감모,1
감미롭다,감미롭,2
감병,감병,-1
감복하다,감복,2
감복하여,감복,2
감사,감사,2
감사를 표하다,감사 표하,2
감사하는,감사,2
감사하는 마음으로,감사 마음,2
감사하다,감사,2
감싸고,감싸,1
감싸고 달래다,감싸 달래,0
감옥,감옥,-1
감옥에,감옥,-1
감정 사납게,감정 사납,-1
감정을 건드려,감정 건드리,-1
감정의 불화,감정 불화,-2
감정이 거칠어져,감정 거칠어지,-1
감정이 북받쳐,감정 북받치,1
감칠맛이 있을,감칠맛 있,2
감탄,감탄,2
감탄스러울,감탄,2
감탄스러울 때,감탄 때,2
감탄스럽다,감탄,2
감탄적으로,감탄,2
감탄하다,감탄,2
감탄할,감탄,2
감탄할 때,감탄 때,2
감회가 새롭거나,감회 새롭,2
감회에 젖음,감회 젖,2
갑갑궁금하다,갑갑궁금하,-1
갑갑하고 궁금하다,갑갑 궁금,-1
갑갑하다,갑갑,-1
갑갑한,갑갑,-1
갑갑한 증상,갑갑 증상,-1
갑갑할,갑갑,-1
갑갑할 정도로,갑갑 정도,-1
갑분띠,갑,-1
갑분싸,갑,-1
갑자기 게우는,갑자기 게우,-1
갑자기 놀라거나,갑자기 놀라,-1
갑자기 놀라서,갑자기 놀라,-1
갑자기 무섭거나,갑자기 무섭,-1
갑자기 분별없이,갑자기 분별,-1
갑자기 서늘한,갑자기 서늘,-1
갑자기 서늘한서늘한 느낌이,갑자기 서늘 느낌,-1
갑자기 성을,갑자기 성,-1
갑자기 소란스럽게,갑자기 소란,-1
갑자기 소름이,갑자기 소름,-1
갑자기 어지러워,갑자기 어지럽,-1
갑작스러워 두렵거나,갑작스럽 두렵,-1
갑작스럽게 화를,갑작스럽 화,-1
값을 매길 수 없을 만큼,값 매기 수 없 만큼,2
값진,값지,2
강간죄,강간죄,-2
강개무량,강개,-2
강개무량하다,강개,-2
강구하다,강구,0
강도가,강도,-1
강등하여,강,-1
강렬하게,강렬,1
강박,강박,-1
강박하여,강박,-1
강세,강세,1
강인하다,강인,1
강인한,강인,2
강제로,강제,-1
강제로 누르는,강제 누르,-1
강제로 누르다,강제 누르,-2
강제로 누름,강제 누르,-2
강제로 빼앗는,강제 빼앗,-1
강제로 빼앗다,강제 빼앗,-1
강제로 빼앗아,강제 빼앗,-2
강제로 빼앗음,강제 빼앗,-1
강제로 요구하다,강제 요구,-1
강제적으로,강제적,-2
강추,강추,2
강탈,강탈,-2
강탈하다,강탈,-2
강퇴,강,-1
강하게,강하,1
강하게 만들다,강하 만들,2
강하게 하다,강하 하다,1
강하고,강하,1
강하고 야무지게,강하 야무지,2
강하고 야무지다,강하 야무지,2
강하고 튼튼하게,강하 튼튼,2
강하다,강하,1
강한 비판이나,강 비판,-2
강한 충격을,강 충격,-1
강화하다,강화,1
갖지 아니하게,갖 아니하,-1
갖추다,갖추,1
갖추지 못한,갖추 못하,-1
같잖다,같잖,-1
같잖아서,같잖,-1
같잖아서 우스운,같잖 우습,-1
같잖은,같잖,-1
같잖은 꼴로,같잖 꼴,-1
갚지 않다,갚 않,-1
개가 무섭거나,개가 무섭,-1
개가 아프거나,개가 아프,-1
개선,개선,2
개선 방도를,개선 방도,2
개선하고,개선,1
개선하다,개선,2
개선함,개선,2
개성,개성,1
개성있는,개성,1
개성있다,개성,1
개운치 않거나,개운 않,-1
개운하게,개운,2
개운하고,개운,2
개운하고 시원한,개운 시원,2
개운하고 홀가분해지다,개운 홀가분,2
개운하다,개운,2
개운하지 않고,개운 않,-1
개으름을,개으름,-1
개이득,개,2
개짓하다,개짓하,-2
개회하다,개회,0
갠소,개,1
갸륵한,갸륵,1
갸륵한 데가,갸륵 데,1
갸름하다,갸름,1
거꾸러뜨리다,거꾸러뜨리,-1
거꾸로 넘어지거나,거꾸로 넘어지,-1
거두지 못한,거두 못하,-1
거드럭거드럭,거드럭거드럭,-1
거드럭거리다,거드럭거리,-1
거들먹거들먹,거,-1
거들먹거들먹하다,거,-1
거들먹거리다,거들먹거리,-1
거들먹대다,거들먹대,-1
거들먹이다,거들먹이,-1
거듭 따뜻이,거들 따뜻이,2
거듭 죄를,거들 죄,-1
거뜬하다,거뜬,2
거래가 금지된,거래 금지,-1
거룩한,거룩,2
거룩한 모습,거룩 모습,2
거룩한 사람,거룩 사람,2
거리끼어,거리끼,-1
거리낌 없이,거리낌 없이,1
거만스럽게,거만,-2
거만을,거만,-2
거만을 떠는,거만 떨,-2
거만을 떨다,거만 떨,-2
거만하게,거만,-2
거만하게 행동하는,거만 행동,-2
거만하게 행동하다,거만 행동,-2
거만하고,거만,-2
거만하다,거만,-2
거만한,거만,-1
거만한 태도로,거만 태도,-2
거무스름한 피고름이,거무스름 피고름,-1
거볍게 까부는,거볍 까불,-1
거볍게 성을,거볍 성,-1
거볍게 채신없이,거볍 채신,-1
거볍게 행동하거나,거볍 행동,-1
거볍게 행동하는,거볍 행동,-1
거볍게 행동하다,거볍 행동,-1
거볍고 온화하게,거볍 온화,2
거부감,거부감,-2
거부감 없이,거부감 없이,2
거부하거나,거부,-2
거부하다,거부,-1
거북스럽게,거북,-2
거북스럽게 저는,거북 저,-2
거북스럽게 절다,거북 절,-2
거북하거나,거북,-2
거북하거나 괴로움,거북 괴로움,-2
거북하거나 괴롭다,거북 괴롭,-2
거북하거나 더럽고,거북 더럽,-2
거북하게,거북,-2
거북하고,거북,-2
거북하고 불편한,거북 불편,-2
거북하고 주체스럽게,거북 주체,-2
거북하다,거북,-2
거북한,거북,-2
거북한 모양,거북 모양,-2
거북한 상태로,거북 상태,-2
거북한 소리가,거북 소리,-2
거북할,거북,-2
거북할 만큼,거북 만큼,-2
거세고,거세,-1
거세고 급하다,거세 급하,-1
거슬려,거슬리,-1
거슬려 불쾌하다,거슬리 불쾌,-2
거슬리거나,거슬리,-1
거슬리거나 마음이,거슬리 마음,-1
거슬리게,거슬리,-1
거슬리게 싫다,거슬리 싫,-1
거슬리는,거슬리,-1
거슬리는 느낌이,거슬리 느낌,-1
거슬리다,거슬리,-1
거슬림이 없이,거슬리 없이,2
거역하다,거역,-1
거역함,거역,-1
거의 없다,거의 없,-1
거절하거나,거절,-2
거절하거나 싫다는,거절 싫,-2
거절하다,거절,-2
거짓,거짓,-2
거짓 없다,거짓 없,1
거짓말,거짓말,-2
거짓말을,거짓말,-1
거짓없다,거짓,1
거짓으로,거짓,-1
거짓으로 감정이나,거짓 감정,-1
거짓으로 꾸며서,거짓 꾸미,-1
거짓으로 꾸미는,거짓 꾸미,-1
거짓으로 꾸미다,거짓 꾸미,-1
거짓으로 꾸민,거짓 꾸미,-1
거짓으로 속이다,거짓 속이,-1
거짓으로 속임,거짓 속이,-1
거짓을 버리고,거짓 버리,2
거짓이 없고,거짓 없,2
거짓이 없다,거짓 없,2
거짓이 없이,거짓 없이,2
거짓이나,거짓,-1
거추장스러워서,그,-1
거추장스러워서 거슬리거나,그 거슬리,-1
거추장스럽거나,거추장스럽,-1
거추장스럽거나 성가시어,거추장스럽 성가시,-1
거추장스럽게,거추장스럽,-1
거추장스럽게 걸리거나,거추장스럽 걸리,-1
거추장스럽다,거추장스럽,-1
거추장스레,그,-1
거치적거리는,거치적거리,-1
거치적거리는 소리,거치적거리 소리,-1
거치적거치적,거치적,-1
거치적거치적하다,거치적,-1
거친,거치,-2
거친 데가,거치 데,-2
거친 말로,거치 말로,-2
거친 모양,거치 모양,-2
거친 목소리로,거치 목소리,-2
거친 성질이나,거치 성질,-2
거친 소리가,거치 소리,-2
거칠거나 사납게,거치 사납,-2
거칠게,거치,-2
거칠게 나는,거치 나,-2
거칠게 된,거치 되,-1
거칠게 말다툼하다,거치 말다툼,-2
거칠게 말함,거치 말하,-2
거칠게 몰아쉬는,거치 몰아쉬,-2
거칠게 몰아쉬다,거치 몰아쉬,-2
거칠게 소리가,거치 소리,-2
거칠게 쉬는,거치 쉬,-2
거칠게 울려,거치 울리,-2
거칠게 일다,거치 일,-2
거칠게 잇따라,거치 잇따르,-2
거칠게 행동하는,거치 행동,-1
거칠게 행동하다,거치 행동,-2
거칠고,거칠,-2
거칠고 가쁘게,거칠 가쁘,-2
거칠고 격한,거칠 격,-2
거칠고 깔끄럽게,거칠 깔끄럽,-2
거칠고 껄끄럽게,거칠 껄끄럽,-2
거칠고 나쁘다,거칠 나쁘,-2
거칠고 무뚝뚝하다,거칠 무뚝뚝,-2
거칠고 사나우며,거칠 사납,-2
거칠고 세차다,거칠 세차,-2
거칠고 심하다,거칠 심하,-2
거칠고 험하게,거칠 험하,-2
거칠고 험한,거칠 험하,-2
거칠다,거칠,-2
거칠면서,거칠,-2
거칠면서 가쁘고,거칠 가쁘,-2
거칠어져,거칠어지,-2
거침새가 없고,거침새 없,2
거침없이,거침없이,1
거침이 없는,거치 없,1
걱정,걱정,-2
걱정 같은,걱정 같,-1
걱정 따위로,걱정 따위,-1
걱정 없이,걱정 없이,2
걱정거리,걱정거리,-1
걱정과,걱정,-1
걱정과 근심,걱정 근심,-1
걱정되거나,걱정,-1
걱정스러워서,걱정,-1
걱정스럽거나,걱정,-1
걱정스럽거나 조바심이,걱정 조바심,-1
걱정스럽다,걱정,-1
걱정으로,걱정,-1
걱정을,걱정,-1
걱정이,걱정,-1
걱정이 되거나,걱정 되,-1
걱정이 되는,걱정 되,-1
걱정이 되어,걱정 되,-1
걱정이 없고,걱정 없,2
걱정이 없는,걱정 없,1
걱정이나,걱정,-1
걱정이나 근심,걱정 근심,-1
걱정이나 근심에,걱정 근심,-1
걱정이나 언짢은,걱정 언짢,-2
걱정인 해를,걱정 해,-1
걱정하기는,걱정,-1
걱정하기는 하나,걱정 하나,-1
걱정하는,걱정,-1
걱정하는 게,걱정 게,-1
걱정하다,걱정,-1
건강에 긍정적인,건강 긍정적,1
건강에 좋은,건강 좋,2
건강에 해로운,건강 해롭,-2
건강하고,건강,2
건강하고 온전하다,건강 온전,2
건강하고 온전한,건강 온전,2
건강하다,건강,2
건강하여,건강,2
건강하여 아름다운,건강 아름답,2
건강하지 못하다,건강 못하,-1
건강한,건강,2
건달처럼,건달,-1
건둥건둥,건둥건둥,1
건둥건둥하다,건둥건둥,1
건둥반둥하다,건둥반둥하,-1
건드려 귀찮게,건드리 귀찮,-1
건들거리고,건들거리,-1
건들거리고 벙글거리며,건들거리 벙글거리,-1
건들건들,건들건들,-1
건들건들 지내다,건들건들 지내,-1
건들대다,건들대,-1
건망증이,건망증,-1
건망증이 심하며,건망증 심,-1
건방져,건방지,-2
건방지게,건방지,-2
건방지게 행동하다,건방지 행동,-2
건방지네,건방지,-2
건방지다,건방지,-2
건방지며,건방지,-2
건방진,건방지,-1
건방짐,건방,-2
건성 기침,건성 기침,-1
건성으로,건성,-1
건성으로 묻다,건성 묻,-1
건장하다,건장,2
건장한,건장,2
건장한 모양,건장 모양,2
건전하고,건전,2
건전하고 착실한,건전 착실,2
건전하지 못하고,건전 못하,-1
건전하지 못한,건전 못하,-1
건전하지 아니하게,건전 아니하,-1
건전한,건전,2
건전함,건전,2
건정히,것,2
걷지 못하고,걷 못하,-1
걷지 못하는,걷 못하,-1
걸리거나,걸리,-1
걸리거나 막히는,걸리 막히,-1
걸리다,걸리,-1
걸리적대다,걸리적대,-1
걸핏하면,걸핏하면,-1
검사에 불합격한,검사 불합격,-2
검소하다,검소,1
검소한,검소,2
검은 티끌이라는,검 티끌,-1
검질기게 구는,검질기 굴,-1
검질기게 굴다,검질기 굴,-1
겁,겁,-1
겁나게,겁나,-1
겁나게 하기,겁나 하,-1
겁나다,겁나,-1
겁내다,겁내,-1
겁에,겁,-1
겁에 지리다,겁 지,-2
겁에 질려,겁 질리,-2
겁에 질려서,겁 질리,-2
겁에 질리거나,겁 질리,-2
겁을,겁,-1
겁을 내거나,겁 내,-1
겁을 내다,겁 내달,-1
겁을 먹거나,겁 먹,-1
겁을 먹어,겁 먹,-1
겁을 주며,겁 주,-1
겁이 나거나,겁 나,-1
겁이 나서,겁 나서,-1
겁이 많고,겁 많,-2
겁이 많다,겁 많,-2
겁이 많아,겁 많,-2
겁이 많은,겁 많,-2
겁이 많음,겁 많,-2
겁자기 부서지거나,겁 부서지,-1
겁쟁이,겁쟁이,-2
것같이 아프다,것 아프,-1
것보다 낫다,것 낫,2
것을 샘하여,것 샘,-1
것을 짓밟다,것 짓밟,-1
것이 거북하거나,것 거북,-1
것이 깨끗하고,것 깨끗하,2
것이 해결되어,것 해결,2
겉만 그럴듯한,겉 그럴듯하,-1
겉면이 매끄럽고,겉면 매끄럽,1
겉모양의 아름다움과,겉모양 아름다움,1
겉치레,겉치레,-1
게걸스럽게,게걸,-2
게걸스럽게 돌아다니는,게걸 돌아다니,-2
게걸스럽게 돌아다니다,게걸 돌아다니,-2
게우는,게우,-1
게우는 소리,게우 소리,-1
게우는 소리가,게우 소리,-1
게울,것,-1
게울 듯이,것 듯이,-1
게워,게우,-1
게워 내는,게우 내,-1
게워 내다,게우 내달,-1
게으르거나,게으르,-1
게으르게,게으르,-1
게으르게 놀며,게으르 놀,-1
게으르게 행동하는,게으르 행동,-1
게으르게 행동하다,게으르 행동,-1
게으르고,게으르,-1
게으르다,게으르,-1
게으름,게으름,-1
게으름을,게으름,-1
게으름을 피우며,게으름 피우,-1
게으름이,게으름,-1
게으름이 나는,게으름 나,-1
게으름이나,게으름,-1
게으름이나 싫증,게으름 싫증,-1
게을러빠지다,게을러빠지,-2
게을러터지다,게을러터지,-2
게을리하지 않고,게을리 않,2
겐트위한,겐트,-1
겨를이 없음,겨를 없,-1
겨우 빠듯하게,겹 빠듯,-1
겨우겨우,겨우겨우,-1
겨우겨우 살기를,겨우겨우 살기,-1
겨운,겹,-1
겨운 일에,겹 일,-1
격노,격노,-2
격노하다,격노,-2
격동시키다,격동,0
격려되다,격려,1
격려하다,격려,1
격분,격분,-2
격분하다,격분,-2
격식에 맞아,격식 맞,1
격식을 갖추지 않고,격식 갖추 않,-1
격에 어울리지,격 어울리,-1
격하게,격하,-2
격하게 되다,격하 되,-2
격하다,격하,0
격하시키다,격하,-2
격한,격,-2
격한 감정이,격 감정,-2
격한 기운이,격 기운,-2
격한 느낌이,격 느낌,-2
겪거나 불쌍한,겪 불쌍,-1
견고하다,견고,1
견디기 어렵게,견디 어렵,-2
견디기가 어려울,견디기 어렵,-2
견디어 내다,견디 내달,1
견딜 수 없는,견디 수 없,-2
견줄 수 없을 정도로,견주 수 없 정도,1
결기가,결기,-1
결기가 나다,결기 나,-1
결단성 없다,결단성 없,-1
결단성 없이,결단성 없이,-1
결단성이 없고,결단성 없,-1
결단성이 없다,결단성 없,-1
결단을 못 내리는,결단 못 내리,-1
결딴날,결딴나,-2
결딴날 듯이,결딴나 듯이,-2
결막염,결막염,-1
결석,결석,-2
결석하다,결석,-2
결심 없이,결심 없이,-1
결점,결점,-1
결점이 없도록,결점 없,1
결정을 못하고,결정 못하,-1
결정하지 못하고,결정 못하,-1
결정하지 못하는,결정 못하,-1
결정하지 못하다,결정 못하,-1
결정하지 못함,결정 못하,-1
결핍,결핍,-2
결핍증,결핍증,-2
결함,결함,-1
결함을,결함,-1
결함을 드러내어,결함 드,-1
결함을 들추어,결함 들추,-1
결함을 풍자하였다,결함 풍자,-1
결함이 없이,결함 없이,2
결함이 있다,결함 있,-1
결함이나,결함,-1
결함이나 잘못,결함 잘못,-1
결함이나 잘못에,결함 잘못,-1
결핵,결핵,-1
겸손하게,겸손,1
겸손하게 이르는,겸손 이르,1
겸손하고,겸손,1
겸손하고 예의,겸손 예의,2
겸손하고 예의 바른,겸손 예의 바른,2
겸손하다,겸손,2
겸손한,겸손,2
겸연쩍고,겸연쩍,-1
겸연쩍다,겸연쩍,-1
겹거나,겹,-2
겹게,겹,-2
겹게 여기다,겹 여기,-2
경건하다,경건,2
경건한,경건,1
경련,경련,-1
경련을 일으키다,경련 일으키,-2
경련이,경련,-1
경련이 일어나,경련 일어나,-2
경망스러우며,경망,-1
경망스러우며 추잡하다,경망 추잡,-2
경망스러운,경망,-1
경망스러운 여자를,경망 여자,-1
경망스럽게,경망,-1
경망스럽게 까부는,경망 까불,-1
경망스럽게 내어,경망 내,-1
경망스럽게 내흔들거나,경망 내흔들,-2
경망스럽게 놀려,경망 놀리,-1
경망스럽게 덤비며,경망 덤비,-1
경망스럽게 떠벌리는,경망 떠벌리,-1
경망스럽게 이리저리,경망 이리저리,-1
경망스럽게 추켰다,경망 추키,-1
경망스럽게 행동하는,경망 행동,-1
경망스럽게 행동하다,경망 행동,-1
경망스럽고,경망,-1
경망스럽고 가볍게,경망 가볍,-1
경망스럽고 방정맞은,경망 방정맞,-1
경망스럽다,경망,-2
경망하게,경망,-1
경망하게 행동하는,경망 행동,-1
경망하게 행동하다,경망 행동,-1
경망한,경망,-1
경망한 짓,경망 짓,-1
경멸,경멸,-2
경멸하다,경멸,-2
경멸히,경멸,-2
경멸히 여겨,경멸 여기,-2
경박스럽게,경박,-1
경박스럽게 함부로,경박 함부로,-2
경박하게,경박,-1
경박하다,경박,-1
경박한,경박,-1
경박한 행동을,경박 행동,-1
경사스러운,경사,2
경사스러운 일을,경사 일,2
경상,경상,-2
경솔하게,경솔,-1
경솔하게 까부는,경솔 까불,-1
경솔하게 말하며,경솔 말하,-1
경솔하게 행동하는,경솔 행동,-1
경솔하게 행동하다,경솔 행동,-1
경솔하게 행동하여,경솔 행동,-1
경솔하고,경솔,-1
경솔하고 방정맞게,경솔 방정맞,-2
경솔하다,경솔,-1
경솔한,경솔,-1
경솔한 모양,경솔 모양,-1
경이로운,경이,2
경이롭다,경이,2
경치 좋은,경치 좋,2
경치가 뛰어나거나,경치 뛰어나,2
경치가 맑고,경치 맑,2
경치가 아름다움을,경치 아름다움,2
경치가 아름답다,경치 아름답,2
경치가 좋거나,경치 좋,2
경치도 좋음,경치 좋,2
