word,word_root,polarity
모두 잃거나,모두 잃,-2
모두 지쳐,모두 지치,-2
모략,모략,-1
모르거나,모르,-1
모르게 없어져,모르 없,-1
모르는,모르,-1
모르는 듯하다,모르 듯하,-1
모르는 모양,모르 모양,-1
모르는 사람,모르 사람,-1
모르는 체하다,모르 체하,-1
모르는 체하며,모르 체하,-1
모르는 체함,모르 체하,-1
모범으로,모범,2
모범으로 삼아,모범 삼,2
모범이 될,모범 되,2
모순,모순,-1
모순되다,모순,-1
모순된,모순,-1
모순된 것을,모순 것,-1
모순을 초월한,모순 초월,1
모시,모시,-1
모양,모양,0
모양새가 밉살스러운,모양새 밉살스럽,-1
모양이 꼼꼼하고,모양 꼼꼼,1
모양이 아름다워,모양 아름답,2
모양이 흉하게,모양 흉하,-2
모양이 흉하고,모양 흉,-2
모여 수선스럽게,모이 수선,-1
모욕,모욕,-2
모욕을,모욕,-2
모욕을 당하거나,모욕 당하,-2
모자라 아쉽거나,모자라 아쉽,-1
모자라거나,모자라,-1
모자라거나 낮다,모자라 낮,-1
모자라거나 없어서,모자라 없,-1
모자라게 되다,모자라 되,-1
모자라기는,모자라,-1
모자라는,모자라,-1
모자라는 듯하다,모자라 듯하,-1
모자라는 상태를,모자라 상태,-1
모자라다,모자라,-1
모자라서,모자,-1
모자라서 안타깝고,모자 안타깝,-1
모자란,모자라,-1
모자란 듯하다,모자라 듯하,-1
모자란 듯한,모자라 듯하,-1
모자람이 없을,모자람 없,1
모자람이 없이,모자람 없이,1
모조리 뒤지어 훔치다,모조리 뒤지 훔치,-1
모조리 파괴되어,모조리 파괴,-2
모조리 파괴하여,모조리 파괴,-2
모조리 훔치거나,모조리 훔치,-2
모진,모질,-2
모진 고통을,모질 고통,-2
모질게,모질,-2
모질고,모질,-2
모질고 억세다,모질 억세,-2
모질고 잔인한,모질 잔인,-2
모질다,모질,-2
모짊,모질,-2
모호하거나,모호,-1
모호하게,모호,-1
모호하게 하다,모호 하다,-1
모호하다,모호,-1
모호하여,모호,-1
목구멍에 걸려,목구멍 걸리,-2
목구멍이 헐어서,목구멍 헐,-1
목소리가 쉰,목소리 쉬,-1
목숨을 끊다,목숨 끊,-2
목숨이 거의 다 되어,목숨 거의 다 되,-2
목숨이 거의 다 된 생태,목숨 거의 다 되 생태,-2
목숨이 얼마 남지 않은,목숨 얼마 남 않,-2
목숨이 위태로울,목숨 위태,-2
목이 마르고,목 마르,-1
목이 뻣뻣해지기도,목 뻣뻣,-1
목이 잠기는,목 잠기,-1
목이 텁텁하여,목 텁텁,-1
목적을 달성한,목적 달성,2
목적을 이룸,목적 이루,2
몰래,몰래,-1
몰래 가지다,몰래 가지,-1
몰래 사고파는,몰래 사고팔,-1
몰래 삼,몰래 삼,-1
몰래 팖,몰래 팔,-1
몰래 훔치거나,몰래 훔치,-1
몰래 훔치다,몰래 훔치,-1
몰래 훔침으로써,몰래 훔치,-1
몰아대거나,몰아대,-1
몰아대다,몰아대,-1
몰아붙이듯이,몰아붙이,-2
몰아붙이듯이 공격하다,몰아붙이 공격,-2
몰아세우다,몰아세우,-1
몰아쳐서,몰아치,-2
몰인정,몰인정,-1
몸가짐을 점잖고,몸가짐 점잖,2
몸가짐이 의젓하고,몸가짐 의젓,1
몸보신하다,몸보신,1
몸살,몸살,-1
몸살나다,몸살,-2
몸에 부스럼이나,몸 부스럼,-1
몸을 가누지 못함,몸 가누 못하,-1
몸을 깜찍하게,몸 깜찍,1
몸을 단련하거나,몸 단련,1
몸을 더럽히다,몸 더럽히,-2
몸을 뒤척거리다,몸 뒤척거리,-1
몸을 보하는,몸 보하,1
몸을 움츠리는,몸 움츠리,-1
몸을 움츠린다는,몸 움츠리,-1
몸을 움츠림을,몸 움츠리,-1
몸을 조리함,몸 조리,1
몸을 튼튼하게,몸 튼튼,2
몸이 거북하다,몸 거북,-2
몸이 건강하고,몸 건강,2
몸이 굳어지다,몸 굳어지,-1
몸이 떨리는,몸 떨리,-1
몸이 불편하거나,몸 불편,-2
몸이 불편하다,몸 불편,-2
몸이 불편하여,몸 불편,-2
몸이 불편함,몸 불편,-2
몸이 붓고,몸 붓,-1
몸이 붓는,몸 붓,-1
몸이 뻐근하게,몸 뻐근,-1
몸이 실하고,몸 실하,2
몸이 야위는,몸 야위,-1
몸이 야위어,몸 야위,-1
몸이 약하거나,몸 약하,-1
몸이 약하여,몸 약,-1
몸이 약하여서,몸 약,-1
몸이 약하여져서,몸 약,-1
몸이 여위게,몸 여위,-1
몸이 여위고,몸 여위,-1
몸이 여위어,몸 여위,-1
몸이 움츠러들거나,몸 움츠러들,-1
몸이 지쳐,몸 지치,-1
몸이 참,몸 참,-1
몸이 허약하여,몸 허약,-1
몸이 회복되다,몸 회복,2
몸져눕게,몸져눕,-2
몸져눕게 만들다,몸져눕 만들,-2
몸져눕는,몸져눕,-2
몸져눕는 상태가,몸져눕 상태,-2
몸짱,몸짱,1
몹시 가난하고,몹시 가난,-2
몹시 가난하여,몹시 가난,-2
몹시 가난한,몹시 가난,-2
몹시 가렵고,몹시 가렵,-2
몹시 가쁘고,몹시 가쁘,-2
몹시 갑갑하고,몹시 갑갑,-2
몹시 거북스럽게,몹시 거북,-2
몹시 거북하거나,몹시 거북,-2
몹시 거칠게,몹시 거치,-2
몹시 거칠고,몹시 거칠,-2
몹시 거칠다,몹시 거칠,-2
몹시 거칠어,몹시 거칠,-2
몹시 겁을,몹시 겁,-2
몹시 게으름을,몹시 게으름,-2
몹시 경망스럽게,몹시 경망,-2
몹시 고단하다,몹시 고단,-2
몹시 고단하여,몹시 고단,-2
몹시 고생스러운,몹시 고생,-2
몹시 고통을,몹시 고통,-2
몹시 괴로운,몹시 괴롭,-2
몹시 괴롭고,몹시 괴롭,-2
몹시 괴롭다,몹시 괴롭,-2
몹시 괴롭히거나,몹시 괴롭히,-2
몹시 구속하다,몹시 구속,-2
몹시 군색함,몹시 군색,-2
몹시 군소리를,몹시 군소리,-2
몹시 굳은,몹시 굳,-2
몹시 굼뜨고,몹시 굼뜨,-2
몹시 궁하고,몹시 궁,-2
몹시 귀찮게,몹시 귀찮,-2
몹시 귀찮아하도록,몹시 귀찮,-2
몹시 긴장하거나,몹시 긴장,-2
몹시 까불어서,몹시 까불,-2
몹시 까칠하다,몹시 까칠,-2
몹시 꺼불다,몹시 꺼불,-2
몹시 꺼칠하다,몹시 꺼칠,-2
몹시 끌리도록,몹시 끌리,1
몹시 난처하거나,몹시 난처,-2
몹시 낡고,몹시 낡,-2
몹시 노엽거나,몹시 노엽,-2
몹시 노하여,몹시 노하,-2
몹시 놀라,몹시 놀라,-2
몹시 놀라거나,몹시 놀라,-2
몹시 느리고,몹시 느리,-2
몹시 답답하고,몹시 답답,-2
몹시 답답한,몹시 답답,-2
몹시 대단하고,몹시 대단,2
몹시 더듬는,몹시 더듬,-2
몹시 더러운,몹시 더러운,-2
몹시 더러워진,몹시 더러워지,-2
몹시 더럽고,몹시 더럽,-2
몹시 더럽다,몹시 더럽,-2
몹시 더운,몹시 덥,-2
몹시 두려워서,몹시 두렵,-2
몹시 두렵고,몹시 두렵,-2
몹시 뒤엉키어,몹시 뒤엉키,-2
몹시 따뜻하다,몹시 따뜻,2
몹시 딱하고,몹시 딱하,-2
몹시 뜨거운,몹시 뜨겁,-2
몹시 뜨겁다,몹시 뜨겁,-2
몹시 만족스러운,몹시 만족,2
몹시 많거나,몹시 많,2
몹시 멋없이,몹시 멋,-2
몹시 메스꺼워,몹시 메스껍,-2
몹시 못마땅하거나,몹시 못마땅,-2
몹시 못살게,몹시 못살,-2
몹시 무덥고,몹시 무덥,-2
몹시 무서운,몹시 무섭,-2
몹시 무섭거나,몹시 무섭,-2
몹시 무질서하게,몹시 무질서하,-2
몹시 미련하거나,몹시 미련,-2
몹시 미련하고,몹시 미련,-2
몹시 미련한,몹시 미련,-2
몹시 미움을,몹시 미움,-2
몹시 바쁘게,몹시 바쁘,-2
몹시 반드러운,몹시 반드럽,2
몹시 반드럽다,몹시 반드럽,2
몹시 버릇없이,몹시 버릇없이,-2
몹시 번드럽다,몹시 번,2
몹시 분하거나,몹시 분하,-2
몹시 분하고,몹시 분하,-2
몹시 분하여,몹시 분하,-2
몹시 불평스럽게,몹시 불평,-2
몹시 비굴하게,몹시 비굴,-2
몹시 사나운,몹시 사납,-2
몹시 사납다,몹시 사납,-2
몹시 사랑스럽다,몹시 사랑,2
몹시 사랑하거나,몹시 사랑,2
몹시 사랑하고,몹시 사랑,2
몹시 살기,몹시 살,-2
몹시 상하다,몹시 상하,-2
몹시 상한,몹시 상한,-2
몹시 상함,몹시 상하,-2
몹시 샐그러뜨리며,몹시 샐그러뜨리,-2
몹시 샘바르고,몹시 샘,-2
몹시 서두르며,몹시 서두르,-2
몹시 설레어,몹시 설레,2
몹시 성을,몹시 성,-2
몹시 소란하고,몹시 소란,-2
몹시 소모되어,몹시 소모,-2
몹시 수척하다,몹시 수척,-2
몹시 쉬거나,몹시 쉬,-2
몹시 슬퍼하면서,몹시 슬퍼하,-2
몹시 슬프게,몹시 슬프,-2
몹시 슬프고,몹시 슬프,-2
몹시 시끄럽고,몹시 시끄럽,-2
몹시 시끄럽다,몹시 시끄럽,-2
몹시 시들한,몹시 시들,-2
몹시 시장하거나,몹시 시장,-2
몹시 시큰둥한,몹시 시큰둥,-2
몹시 싫어하는,몹시 싫어하,-2
몹시 싫어하여,몹시 싫어하,-2
몹시 싫어함을,몹시 싫어하,-2
몹시 심하게,몹시 심하,-2
몹시 심하여,몹시 심하,-2
몹시 심한,몹시 심하,-2
몹시 싱겁게,몹시 싱겁,-2
몹시 싸늘한,몹시 싸늘,-2
몹시 쑤시고,몹시 쑤시,-2
몹시 쓰리고,몹시 쓰리,-2
몹시 씁쓰레하게,몹시 씁쓰레,-2
몹시 아끼고,몹시 아끼,2
몹시 아니꼽다,몹시 아니꼽,-2
몹시 아리고,몹시 아리,-2
몹시 아쉽다,몹시 아쉽,-2
몹시 아프거나,몹시 아프,-2
몹시 아프게,몹시 아프,-2
몹시 아프고,몹시 아프,-2
몹시 아픈,몹시 아프,-2
몹시 악독하게,몹시 악독,-2
몹시 악한,몹시 악한,-2
몹시 안타깝게,몹시 안타깝,-2
몹시 앓는,몹시 앓,-2
몹시 앓다,몹시 앓,-2
몹시 앓음,몹시 앓,-2
몹시 암상스럽게,몹시 암상,-2
몹시 애를,몹시 애,-2
몹시 애쓰다,몹시 애쓰,-2
몹시 야무지고,몹시 야무지,2
몹시 야위고,몹시 야위,-2
몹시 야윈,몹시 야위,-2
몹시 약하여지는,몹시 약,-2
몹시 어긋나고,몹시 어긋나,-2
몹시 어려운,몹시 어렵,-2
몹시 어색하거나,몹시 어색,-2
몹시 어수선하게,몹시 어,-2
몹시 어수선하다,몹시 어수,-2
몹시 어수선한,몹시 어,-2
몹시 어지러워,몹시 어지럽,-2
몹시 어지럽고,몹시 어지럽,-2
몹시 억누르는,몹시 억누르,-2
몹시 억누르다,몹시 억누르,-2
몹시 억울하거나,몹시 억울,-2
몹시 언짢거나,몹시 언짢,-2
몹시 얼떨떨하다,몹시 얼떨떨,-2
몹시 얽은,몹시 얽,-2
몹시 여윈,몹시 여위,-2
몹시 외로워하다,몹시 외로,-2
몹시 요망스럽게,몹시 요망,-2
몹시 우물거리며,몹시 우물거리,-2
몹시 우물쭈물하는,몹시 우물쭈물,-2
몹시 우직스럽게,몹시 우직,-2
몹시 울렁거리는,몹시 울렁거리,-2
몹시 울렁거리다,몹시 울렁거리,-2
몹시 원망스럽고,몹시 원망,-2
몹시 원망하듯,몹시 원망,-2
몹시 위태로움,몹시 위태,-2
몹시 자지러지게,몹시 자지러지,-2
몹시 즐겨서,몹시 즐기,2
몹시 즐기는,몹시 즐기,2
몹시 지저분하게,몹시 지저분,-2
몹시 지쳐,몹시 지치,-2
몹시 지쳐서,몹시 지치,-2
몹시 지치거나,몹시 지치,-2
몹시 지친,몹시 지치,-2
몹시 찡그리다,몹시 찡그리,-2
몹시 참혹함을,몹시 참혹,-2
몹시 초라하다,몹시 초라,-2
몹시 취하여,몹시 취하,-2
몹시 침침해지다,몹시 침,-2
몹시 탄식하다,몹시 탄식,-2
몹시 피곤하거나,몹시 피곤,-2
몹시 피로하여,몹시 피로,-2
몹시 하찮고,몹시 하찮,-2
몹시 해지거나,몹시 해지,-2
몹시 허둥거리는,몹시 허둥거리,-2
몹시 허약할,몹시 허약,-2
몹시 허약해진,몹시 허약,-2
몹시 허전하다,몹시 허전,-2
몹시 허전한,몹시 허전,-2
몹시 호된,몹시 호되,-2
몹시 화가,몹시 화가,-2
몹시 화나게,몹시 화나,-2
몹시 화를,몹시 화,-2
몹시 흉악하게,몹시 흉악,-2
몹시 흉악하다,몹시 흉악,-2
몹시 흉악한,몹시 흉악,-2
몹시 흉악함,몹시 흉악,-2
몹시 흉하거나,몹시 흉,-2
몹시 흐려지다,몹시 흐리,-2
몹시 흐리멍덩하게,몹시 흐리멍덩,-2
몹시 흥분하거나,몹시 흥분,-2
몹시 희다,몹시 희,0
몹시 힘겹게,몹시 힘겹,-2
몹시 힘들거나,몹시 힘들,-2
몹쓸,몹쓸,-2
몹쓸 행동을,몹쓸 행동,-2
못,못,0
못 가누다,못 가누,-1
못 견디게,못 견디,-2
못 견디다,못 견디,-2
못 되다,못 되,-2
못 되도록,못 되도록,-2
못 미쳐,못 미치,-1
못 쓰게,못 쓰,-1
못 하게,못 하,-1
못 하게 하다,못 하 하다,-1
못 하다,못 하다,-1
못나게,못나,-2
못나고,못나,-2
못난,못나,-2
못난 사람,못나 사람,-2
못난 사람을,못나 사람,-2
못난 사람의,못나 사람,-2
못난 사람이나,못나 사람,-1
못난 수단,못나 수단,-2
못난 짓,못나 짓,-2
못난이,못난이,-2
못남,못,-2
못났다,못나,-2
못되게,못되,-2
못되게 굴어,못되 굴,-2
못된,못되,-2
못된 꾀,못되 꾀,-2
못된 꾀로,못되 꾀,-2
못된 사람을,못되 사람,-2
못된 사람이나,못되 사람,-2
못된 성품을,못되 성품,-2
못된 일에,못되 일,-2
못된 일을,못되 일,-2
못된 입,못되 입,-2
못된 장난을,못되 장난,-2
못된 짓,못되 짓,-2
못된 짓을,못되 짓,-2
못마땅하거나,못마땅,-2
못마땅하게,못마땅,-2
못마땅하게 노려보다,못마땅 노려보,-2
못마땅하게 여겨,못마땅 여기,-2
못마땅하게 여기는,못마땅 여기,-2
못마땅하게 여기다,못마땅 여기,-2
못마땅하게 여기어,못마땅 여기,-2
못마땅하게 여김,못마땅 여기,-2
못마땅하게 여김을,못마땅 여,-2
못마땅하다,못마땅,-2
못마땅하며,못마땅,-2
못마땅하여,못마땅,-2
못마땅하여 군소리를,못마땅 군소리,-2
못마땅하여 기분이,못마땅 기분,-2
못마땅하여 시들하다,못마땅 시들,-2
못마땅하여서 내는,못마땅 내,-2
못마땅한,못마땅,-2
못마땅한 것을,못마땅 것,-2
못마땅한 것이,못마땅 것,-2
못마땅한 사람이나,못마땅 사람,-2
못마땅할,못마땅,-2
못마땅할 때,못마땅 때,-2
못마땅할 때에,못마땅 때,-2
못마땅해하면서,못마땅,-2
못살게,못살,-2
못살게 구는,못살 굴,-2
못살게 군다는,못살 굴,-2
못살게 굴거나,못살 굴,-2
못살게 굴다,못살 굴,-2
못살게 굴며,못살 굴,-2
못생겨서,못생기,-2
못생겨서 흉하게,못생기 흉하,-2
못생겼다,못생기,-2
못생기다,못생기,-2
못생긴,못생기,-1
못생김,못생기,-2
못하거나,못하,-2
못하게,못하,-2
못하게 되다,못하 되,-2
못하게 망치다,못하 망치,-2
못하게 방해하다,못하 방해,-2
못하게 하다,못하 하다,-2
못하겠다고,못하,-2
못하겠다고 버티다,못하 버티,-2
못하고,못하,-2
못하고 나쁘다,못하 나쁘,-2
못하고 몸져눕는,못하 몸져눕,-2
못하고 실없이,못하 실없이,-2
못하고 어물어물하다,못하 어물어물,-2
못하고 엉성하고,못하 엉성,-2
못하고 쪼들리게,못하 쪼들리,-2
못하고 허술한,못하 허술,-2
못하고 희미하게,못하 희미,-1
못하는 결점,못하 결점,-2
못하는 모양,못하 모양,-1
못하는 상태,못하 상태,-1
못하는 상태가,못하 상태,-2
못하는 상태로,못하 상태,-1
못하다,못하,-2
못하던,못하,-1
못하던 일,못하 일,-1
못하도록,못하,-1
못하도록 억지로,못하 억지로,-2
못하여,못하,-1
못하여 당하다,못하 당하,-2
못하여 순진하고,못하 순진,-1
못하여 안타깝다,못하 안타깝,-2
못하여 어수선하고,못하 어,-2
못한,못하,-1
못한 데가,못하 데,-2
못한 상태이다,못하 상태,-2
못한 자는,못하 자,-1
못한 형편을,못하 형편,-2
못할 만큼,못하 만큼,-1
못할 만한,못하 만하,-1
못함을,못하,-1
몽땅 빼앗거나,몽땅 빼앗,-2
몽땅 없애다,몽땅 없애,-2
무가치,무가치,-1
무가치하고,무가치,-2
무가치하고 무의미하게,무가치 무의미,-2
무거운 걸음으로,무겁 걸음,-2
무거운 기운이,무겁 기운,-2
무거운 발걸음으로,무겁 발걸음,-2
무거운 분위기나,무겁 분위기,-2
무겁거나 하여,무겁 하여,-1
무겁고 투박하다,무겁 투박,-2
무겁다,무겁,-1
무게 있게,무게 있,1
무게가 있게,무게 있,1
무게가 있는,무게 있,1
무게가 있다,무게 있,1
무관심,무관심,-1
무관심하다,무관심하,-2
무관심한,무관심,-1
무궁무진하다,무궁무진,1
무기력,무기력,-2
무기력하다,무기력,-1
무기력한,무기력,-2
무기력함,무기력,-1
무너뜨리다,무너뜨리,-2
무너지게,무너지,-2
무너지게 하다,무너지 하다,-2
무너지는,무너지,-2
무너지는 소리가,무너지 소리,-2
무너지다,무너지,-2
무너짐,무너지,-2
무뇌충,무,-2
무능력,무능력,-1
무능하다,무능,-1
무능한,무능,-1
무단 결석,무단 결석,-2
무단결석,무단,-2
무더위로,무더위,-2
무디다,무디,-2
무뚝뚝하다,무뚝뚝,-1
무량한 마음을,무량 마음,1
무례하다,무례,-2
무례한,무례,-2
무례한 것으로,무례 것,-2
무례한 데가,무례 데,-2
무례한 사람을,무례 사람,-2
무례함,무례,-2
무료로,무료,1
무르게 생긴,무르 생기,-1
무르고 부드러운,무르 부드럽,1
무르고 부드럽다,무르 부드럽,1
무릎이 시리고,무릎 시리,-1
무리에서 기피되어,무리 기피,-1
무리에서 기피하여,무리 기피,-1
무리하게,무리,-1
무리하다,무리,-1
무모하다,무모,-1
무모한,무모,-1
무분별한,무분별,-2
무사히,무사히,1
무서운,무섭,-2
무서운 꿈에,무섭 꿈,-2
무서운 느낌이,무섭 느낌,-2
무서운 말이나,무섭 말,-2
무서운 사람,무섭 사람,-2
무서울,무섭,-2
무서울 정도로,무섭 정도,-2
무서움,무서움,-2
무서움 때문에,무서움 때문,-2
무서움을,무서움,-2
무서움을 느낄,무서움 느끼,-2
무서워,무섭,-2
무서워서,무섭,-2
무서워서 간신히,무섭 간신히,-2
무서워서 지르는,무섭 지르,-2
무서워하는,무서워하,-2
무서워하는 증상,무서워하 증상,-2
무서워하여,무서워하,-2
무섭거나,무섭,-2
무섭거나 놀라서,무섭 놀라,-2
무섭거나 두려운,무섭 두렵,-2
무섭거나 아파서,무섭 아프,-2
무섭거나 징그러울,무섭 징그럽,-2
무섭거나 차가움을,무섭 차,-2
무섭거나 추워서,무섭 춥,-2
무섭고,무섭,-2
무섭고 끔찍하다,무섭 끔찍,-2
무섭고 끔찍한,무섭 끔찍,-2
무섭고 두려워서,무섭 두렵,-2
무섭기까지,무섭,-2
무섭다,무섭,-2
무시당하다,무시,-2
무시하다,무시,-1
무안을,무안,-2
무안을 당하거나,무안 당하,-2
무안을 당하다,무안 당하,-2
무안하거나,무안,-2
무안하고,무안,-2
무안하고 부끄럽게,무안 부끄럽,-2
무안하고 부끄럽다,무안 부끄럽,-2
무엇에 얽매여서,무엇 얽매이,-1
무엇을 바라거나,무엇 바라,1
무엇을 보고도 제대로 알지 못하는 사람,무엇 보고 제대로 알 못하 사람,-2
무엇을 융통하거나,무엇 융통,1
무엇을 잃거나,무엇 잃,-2
무엇을 좋아하여,무엇 좋아하,2
무엇을 토하다,무엇 토하,-1
무엇이 훌륭하거나,무엇 훌륭,2
무용적 조화와,무용 조화,1
무의미하게,무의미,-2
무의미하다,무의미,-2
무의미한,무의미,-1
무의미한 말이나,무의미 말,-1
무의하다,무,-2
무자비하다,무,-2
무자비한,무,-1
무정한,무정,-2
무정한 행동이나,무정 행동,-2
무지근한,무지근,-1
무지근한 증상이,무지근 증상,-1
무지러져서,무지러지,-1
무지하고,무지,-2
무지하고 포악하며,무지 포악,-2
무지하고 하찮은,무지 하찮,-2
무질서하게,무질서하,-2
무질서하게 고부라져,무질서하 고부라지,-2
무질서하게 몰려드는,무질서하 몰려들,-2
무질서하게 부러지거나,무질서하 부러지,-2
무질서하게 일어나는,무질서하 일어나,-2
무질서하고,무질서,-2
무질서한,무질서,-2
무질서한 정치,무질서 정치,-2
무책임,무책임,-2
무책임하다,무책임하,-2
무탈하다,무,2
무편무당하다,무편,1
무한이기주의,무한,-1
무해하다,무해,2
무해한,무해,1
무형적 손해를,무형적 손해,-1
무효로,무효,-1
무효로 하다,무효 하다,-1
무효로 함,무효 함,-1
문드러져,문드러지,-1
문드러지다,문드러지,-1
문란하게,문란,-2
문란하여진,문란,-1
문란하여진 법도,문란 법도,-1
문맹,문맹,-1
문맹 상태를,문맹 상태,-1
문제 삼아,문제 삼,-1
문제의 아름다움과,문제 아름다움,2
문체가 화려하게,문체 화려,1
문학에 뛰어나고,문학 뛰어나,2
물건 따위를 아끼지 아니하고,물건 따위 아끼 아니하,-1
물건을 훔쳐,물건 훔치,-2
물건을 훔치거나,물건 훔치,-1
물건을 훔치는,물건 훔치,-1
물건을 훔치려고,물건 훔치,-2
물건을 훔친다는,물건 훔치,-2
물건이 귀엽게,물건 귀엽,2
물러나다,물러나,-1
물러서거나,물러서,-1
물리거나,물리,-1
물리거나 지루해져서,물리 지루,-1
물리거나 질리다,물리 질리,-1
물리거나 질림,물리 질리,-1
물어 주다,묻 주,-1
물어뜯거나,물어뜯,-1
물에 빠져,물 빠지,-1
물이 맑고,물 맑,1
물이 오르다,물 오르,1
물정에 밝은,물정 밝,1
물질대사가 안되어,물질 안되,-1
물질적인 이득이나,물질적 이득,2
물집,물집,-1
뭇사람을 구제함,뭇사람 구제,1
뭐서워서 자꾸,뭐서워 자꾸,-2
므흣하다,므흣하,1
미개하다,미개,-1
미개하여,미개,-2
미개한,미개,-2
미끄러운,미끄럽,1
미끄러운 모양,미끄럽 모양,1
미끈하다,미끈,1
미덥지,미덥,0
미덥지 못하게,미덥 못하,-2
미덥지 못하다,미덥 못하,-2
미덥지 못한,미덥 못하,-2
미덥지 못한 행동을,미덥 못하 행동,-2
미덥지 아니하고,미덥 아니하,-2
미덥지 아니한,미덥 아니하,-2
미덥지 않은,미덥 않,-2
미띤,미,-1
미련이,미련,-2
미련이 남아,미련 남,-2
미련하거나,미련,-2
미련하고,미련,-2
미련하고 험상궃은,미련 험상궃,-2
미련하다,미련,-2
미련하여,미련,-2
미련한,미련,-2
미련한 데가,미련 데,-2
미련한 사람을,미련 사람,-2
미루거나,미루,-1
미루다,미,-1
미루지 않고,미루 않,1
미묘하여,미묘,1
미세함,미세,1
미소,미소,2
미소를 보냄을,미소 보내,1
미숙하다,미숙,-1
미숙하여,미숙,-1
미숙한,미숙,-1
미안하게,미안,-1
미안하고,미안,-1
미안하고 딱하게,미안 딱하,-2
미안하고 딱하다,미안 딱하,-2
미안하다,미안,-1
미안하여,미안,-1
미안하여 어색하다,미안 어색,-2
미안함,미안,-1
미약하다,미약,-1
미운,밉,-2
미운 듯한,밉 듯하,-2
미운 듯한 데가,밉 듯하 데,-2
미운 사람을,밉 사람,-2
미운 얼굴이나,밉 얼굴,-2
미운 짓을,밉 짓,-2
미움을,미움,-2
미움을 받을,미움 받으,-2
미움을 받을 만한,미움 받으 만하,-2
미워하고,미워하,-2
미워하고 깎아내리려,미워하 깎아내리,-2
미워하고 꺼림,미워하 꺼리,-2
미워하는,미워하,-2
미워하는 감정,미워하 감정,-2
미워하는 기색,미워하 기색,-2
미워하는 마음,미워하 마음,-2
미워하는 생각이나,미워하 생각,-2
미워하다,미워하,-2
미워할,미워하,-2
미워함,미워하,-2
미워함을,미워하,-2
미워함을 이르는,미워하 이르,-2
미워해,미워하,-2
미인,미인,2
미천한,미천,-2
미천한 사람을,미천 사람,-2
미치겠다,미치,-2
미치지 못하게,미치 못하,-1
미치지 못함을,미치 못하,-1
미치지 못해,미치 못하,-1
미친,미치,-2
미친 사람처럼,미치 사람,-2
미친 증세가,미치 증세,-2
미친개의,미친개,-1
미칠 만하게,미치 만하,-1
미혹한,미혹,-2
미혹한 마음,미혹 마음,-2
믿고,믿,1
믿고 의지하다,믿 의지,1
믿다,믿,1
믿을 만하고,믿 만하,2
믿을 수 없을 정도로,믿 수 없 정도,1
믿음,믿음,1
믿음성,믿음성,2
믿음성 있게,믿음성 있,2
믿음을,믿음,1
믿음직스러운,믿음직,2
믿음직스러워,믿음,2
믿음직스럽게,믿음직스럽,2
믿음직스럽고,믿음직스럽,2
믿음직스럽다,믿음직스럽,2
믿음직하고,믿음직,2
믿음직할,믿음직,2
믿음직할 정도로,믿음직 정도,2
믿지 못하는,믿 못하,-2
믿지 못하다,믿 못하,-2
믿지 못할,믿 못하,-2
믿지 아니하거나,믿 아니하,-2
밀려나다,밀려나,-1
밀려나지 않고,밀려나 않,0
밀린 사람,밀리 사람,-1
밉게,밉,-2
밉게 노는,밉 놀,-2
밉게 보이는,밉 보이,-2
밉게 생긴,밉 생기,-2
밉게 여기거나,밉 여기,-2
밉게 여기는,밉 여기,-2
밉다,밉,-2
밉살스러운,밉살스럽,-2
밉살스러운 데가,밉살스럽 데,-2
밉살스럽게,밉살스럽,-2
밉살스럽게 달라붙어,밉살스럽 달라붙,-2
밉살스럽게 이리저리로,밉살스럽 이리,-2
밉살스럽게 재깔이며,밉살스럽 재깔이,-2
밉살스럽게 지껄이며,밉살스럽 지껄이,-2
밉살스럽고,밉살스럽,-2
밉살스럽고 짓궃게,밉살스럽 짓,-2
밋밋하다,밋밋,-1
ㅂㅅ,ㅂ,-1
바닥이 훤하게,바닥 훤하,0
바라거나,바라,0
바라거나 의지하다,바라 의지,1
바라거나 탐내는,바라 탐내,0
바라는,바라,0
바라진,바라지,-1
바라진 상태,바라지 상태,-1
바람을 피우며,바람 피우,-1
바람이 없고,바람 없,0
바람직스럽다,바람직,2
바람직하다,바람직,2
바람직한,바람직,2
바래서,바래,-1
바로잡다,바로잡,1
바로잡아 새로운,바로잡 새,1
바르거나,바르,2
바르거나 옳게,바르 옳,2
바르게,바르,2
바르게 고치다,바르 고치,1
바르게 만들다,바르 만들,1
바르고,바르,2
바르고 곧게,바르 곧,2
바르고 곧다,바르 곧,2
바르다,바르,2
바르며,바르,2
바르며 상냥하게,바르 상냥,2
바르며 상냥하다,바르 상냥,2
바르지 못하고,바르 못하,-1
바르지 못하다,바르 못하,-1
바르지 못한,바르 못하,-1
바르지 못함,바르 못하,-1
바르지 아니하고,바르 아니하,-1
바른,바른,2
바른 도리,바른 도리,2
바른 말이나,바른 말,2
바른 일과,바른 일과,2
바른 정치,바른 정치,2
바른 정치로,바른 정치,1
바른 지혜로써,바른 지혜,2
바를 이루어,바르 이루,2
바보,바보,-2
바보같이,바보,-1
바보같이 웃는,바보 웃,-1
바쁘게,바쁘,-1
바스러질 정도로,바스러지 정도,-1
바이러스,바이러스,-1
바지직대다,바지,-1
바짝 재촉하다,바짝 재촉,-1
박복함,박복,0
박약,박약,-1
박탈되고,박탈,-2
박탈되어,박탈,-2
박탈하고,박탈,-2
박탈하다,박탈,-2
박탈하여,박탈,-2
